date,price,portfolio_value,long_shares,short_shares,long_position,short_position,cash,long_action,short_action,returns,benchmark_portfolio_value,benchmark_long_shares,benchmark_short_shares,benchmark_long_position,benchmark_short_position,benchmark_cash,benchmark_returns
2016-06-13,1.1341069,2489562.90886646,0.0,0.0,0.0,0.0,2489562.90886646,0.0,0.0,0.0,2760612.5181224016,2434173.16328533,0.0,2760612.5181224016,0.0,0.0,-0.024905074387788773
2016-06-14,1.1485902,2489035.326623375,367464.21122081793,0.0,422065.794467926,0.0,2066969.532155449,0.4220658,0.0,-0.00021191761863335466,2795867.4577349513,2434173.16328533,0.0,2795867.4577349513,0.0,0.0,0.012770694680511951
2016-06-15,1.1507999,2489719.9364803876,278925.8918607538,0.0,320987.88022994995,0.0,2168732.0562504376,0.32098788,0.0,0.00027505027738648427,2801246.161061493,2434173.16328533,0.0,2801246.161061493,0.0,0.0,0.0019238048698753119
2016-06-16,1.1625822,2492600.978990763,0.0,0.0,0.0,0.0,2492600.978990763,0.0,0.0,0.001157175338543575,2829926.291655226,2434173.16328533,0.0,2829926.291655226,0.0,0.0,0.010238347575068474
2016-06-17,1.1672467,2492600.978990763,0.0,0.0,0.0,0.0,2492600.978990763,0.0,0.0,0.0,2841280.590450234,2434173.16328533,0.0,2841280.590450234,0.0,0.0,0.004012224264442921
2016-06-20,1.1468717,2492600.978990763,0.0,0.0,0.0,0.0,2492600.978990763,0.0,0.0,0.0,2791684.279748577,2434173.16328533,0.0,2791684.279748577,0.0,0.0,-0.01745561882853508
2016-06-21,1.1674922,2492600.978990763,0.0,0.0,0.0,0.0,2492600.978990763,0.0,0.0,0.0,2841878.062944264,2434173.16328533,0.0,2841878.062944264,0.0,0.0,0.01797974854707718
2016-06-22,1.1603736,2492600.978990763,0.0,0.0,0.0,0.0,2492600.978990763,0.0,0.0,0.0,2824550.199913165,2434173.16328533,0.0,2824550.199913165,0.0,0.0,-0.006097327917814255
2016-06-23,1.159391,2492600.978990763,0.0,0.0,0.0,0.0,2492600.978990763,0.0,0.0,0.0,2822158.5688807224,2434173.16328533,0.0,2822158.5688807224,0.0,0.0,-0.0008467298466712236
2016-06-24,1.1903213,2492600.978990763,0.0,0.0,0.0,0.0,2492600.978990763,0.0,0.0,0.0,2897448.2280580658,2434173.16328533,0.0,2897448.2280580658,0.0,0.0,0.026678040623664856
2016-06-27,1.1225693,2492600.978990763,0.0,0.0,0.0,0.0,2492600.978990763,0.0,0.0,0.0,2732528.1189663787,2434173.16328533,0.0,2732528.1189663787,0.0,0.0,-0.05691908672451973
2016-06-28,1.1105413,2492600.978990763,0.0,0.0,0.0,0.0,2492600.978990763,0.0,0.0,0.0,2703249.9355265084,2434173.16328533,0.0,2703249.9355265084,0.0,0.0,-0.010714687407016754
2016-06-29,1.1267424,2492600.978990763,0.0,0.0,0.0,0.0,2492600.978990763,0.0,0.0,0.0,2742686.021893058,2434173.16328533,0.0,2742686.021893058,0.0,0.0,0.014588397927582264
